Piece Mark,Pipe Length (Quantity),WLD % All (scaled),% Entry (computed),Shipped
LP1Y-SWP-303081-02-2,0,0.0,0.0,N
LP1Y-SWP-303081-04-1,0,0.0,0.0,N
LP1Y-SWP-303081-04-2,0,0.0,0.0,N
LP1Y-SWP-303081-04-3,0,0.0,0.0,N
LP1Y-SWP-365103-03-1,0,0.0,0.0,N
LP1Y-SWP-365103-03-2,0,0.0,0.0,N
LP1Y-SWP-365103-03-3,0,0.0,0.0,N
LP1Y-SWP-365103-03-4,0,0.0,0.0,N
LP1Y-SWP-365103-04-1,0,0.0,0.0,N
LP1Y-SWP-365103-04-2,0,0.0,0.0,N
LP1Y-SWP-365103-04-3,0,0.0,0.0,N
LP1Y-SWP-365103-05-1,0,0.0,0.0,N
LP1Y-SWP-365103-05-2,0,0.0,0.0,N
LP1Y-SWP-365103-05-3,0,0.0,0.0,N
LP1Y-SWP-365213-02-1,0,0.0,0.0,N
LP1Y-SWP-365213-02-2,0,0.0,0.0,N
LP1Y-SWP-365213-05-1,0,0.0,0.0,N
LP1Y-SWP-365213-06-1,0,0.0,0.0,N
LP1Y-SWP-365213-06-2,0,0.0,0.0,N
LP1Y-SWP-365213-07-1,0,0.0,0.0,N
LP1Y-SWP-365213-07-2,0,0.0,0.0,N
LP1Y-SWP-365213-07-3,0,0.0,0.0,N
LP1Y-SWP-365303-03-1,0,0.0,0.0,N
LP1Y-SWP-365303-03-2,0,0.0,0.0,N
LP1Y-SWP-365303-03-3,0,0.0,0.0,N
LP1Y-SWP-365303-04-1,0,0.0,0.0,N
LP1Y-SWP-365303-04-2,0,0.0,0.0,N
LP1Y-SWP-365303-04-3,0,0.0,0.0,N
LP1Y-SWP-365303-06-1,0,0.0,0.0,N
LP1Y-SWP-365303-06-2,0,0.0,0.0,N
LP1Y-SWP-365603-02-1,0,0.0,0.0,N
LP1Y-SWP-365603-02-2,0,0.0,0.0,N
LP1Y-SWP-365603-03-1,0,0.0,0.0,N
LP1Y-SWP-365603-03-2,0,0.0,0.0,N
LP1Y-SWP-365603-03-3,0,0.0,0.0,N
LP1Y-SWP-850004-01-1,9.2,60.0,48.0,N
LP1Y-SWP-850004-01-2,11.32,0.0,0.0,N
LP1Y-SWP-850004-01-3,9.31,100.0,80.0,N
LP1Y-SWP-850004-01-4,6.1,50.0,40.0,N
LP1Y-SWP-850004-01-5,7.77,60.0,48.0,N
LP1Y-SWP-850004-01-6,0,100.0,100.0,Y
LP1Y-SWP-850004-02-1,9.36,0.0,0.0,N
LP1Y-SWP-850004-02-2,10.58,0.0,0.0,N
LP1Y-SWP-850004-02-3,13.83,50.0,40.0,N
LP1Y-SWP-850007-01-1,27.43,0.0,0.0,N
LP1Y-SWP-850007-01-2,33.23,50.0,40.0,N
LP1Y-SWP-850007-01-3,17.96,0.0,0.0,N
LP1Y-SWP-850007-01-4,10.64,22.0,17.6,N
LP1Y-SWP-850007-01-5,0,0.0,0.0,N
LP1Y-TFA-010025-03-1,6.04,0.0,0.0,N
LP1Y-TFA-010025-03-2,5.41,0.0,0.0,N
LP1Y-TFA-010025-04-1,0,0.0,0.0,N
LP1Y-TFA-010025-04-2,1.6,0.0,0.0,N
LP1Y-TFA-010025-04-3,3.36,0.0,0.0,N
LP1Y-TFA-010025-04-4,6.35,0.0,0.0,N
LP1Y-TFA-010025-04-5,27.43,0.0,0.0,N
LP1Y-TFA-109203-01-1,0,0.0,0.0,N
LP1Y-TFA-109203-01-2,2.17,0.0,0.0,N
LP1Y-TFA-109203-01-3,5.72,0.0,0.0,N
LP1Y-TFA-109203-02-1,0,100.0,80.0,N
LP1Y-TFA-109203-02-2,8.77,0.0,0.0,N
LP1Y-TFA-109203-02-3,6.27,0.0,0.0,N
LP1Y-TFA-109205-03-1,0.78,0.0,0.0,N
LP1Y-TFA-109205-03-2,6.14,0.0,0.0,N
LP1Y-TFA-109205-03-3,14.44,0.0,0.0,N
LP1Y-TFA-109205-04-1,1.3,0.0,0.0,N
LP1Y-TFA-109205-04-2,3.53,0.0,0.0,N
LP1Y-TFA-109205-04-3,2.32,0.0,0.0,N
LP1Y-TFA-109205-05-1,5.37,0.0,0.0,N
LP1Y-TFA-109205-05-2,4.02,0.0,0.0,N
LP1Y-TFA-109205-06-1,0,0.0,0.0,N
LP1Y-TFA-109205-06-2,14.29,0.0,0.0,N
LP1Y-TFA-109205-06-3,1.31,0.0,0.0,N
LP1Y-TFA-109206-01-1,0,0.0,0.0,N
LP1Y-TFA-109206-01-2,2.93,0.0,0.0,N
LP1Y-TFA-109206-01-3,16.4,0.0,0.0,N
LP1Y-TFA-109206-01-4,3.41,0.0,0.0,N
LP1Y-TFA-109206-03-1,0,0.0,0.0,N
LP1Y-TFA-109206-03-2,1.58,0.0,0.0,N
LP1Y-TFA-109206-03-3,5.71,0.0,0.0,N
LP1Y-TFA-109206-03-4,23.29,0.0,0.0,N
LP1Y-TFA-109212-01-1,0,0.0,0.0,N
LP1Y-TFA-109212-01-2,2.61,0.0,0.0,N
LP1Y-TFA-109212-01-3,0.42,0.0,0.0,N
LP1Y-TFA-109212-01-4,4.74,0.0,0.0,N
LP1Y-TFA-109212-01-5,6.73,0.0,0.0,N
LP1Y-TFA-109212-01-6,5.67,0.0,0.0,N
LP1Y-TFA-109212-01-7,3.47,0.0,0.0,N
LP1Y-TFA-109215-01-1,2.61,0.0,0.0,N
LP1Y-TFA-109215-01-2,3.57,0.0,0.0,N
LP1Y-TFA-109215-01-3,22.34,0.0,0.0,N
LP1Y-TFA-109215-03-1,6.97,0.0,0.0,N
LP1Y-TFA-176023-03-1,2.78,0.0,0.0,N
LP1Y-TFA-176023-03-2,1.55,0.0,0.0,N
LP1Y-TFA-176023-03-3,2.9,0.0,0.0,N
LP1Y-TFA-176023-03-4,11.39,0.0,0.0,N
LP1Y-TFA-176023-04-1,0,0.0,0.0,N
LP1Y-TFA-176023-04-2,2.65,0.0,0.0,N
LP1Y-TFA-176023-04-3,2.39,0.0,0.0,N
LP1Y-TFA-176023-05-1,0,0.0,0.0,N
LP1Y-TFA-176023-05-2,2.98,0.0,0.0,N
LP1Y-TFA-176023-05-3,8.95,0.0,0.0,N
LP1Y-TFA-176101-02-1,1.99,0.0,0.0,N
LP1Y-TFA-176101-03-1,16.1,0.0,0.0,N
LP1Y-TFA-176101-03-2,6.12,0.0,0.0,N
LP1Y-TFA-176101-03-3,0,0.0,0.0,N
LP1Y-TFA-176101-03-4,8.38,0.0,0.0,N
LP1Y-TFA-176101-03-5,5.14,0.0,0.0,N
LP1Y-TFA-176101-03-6,0,0.0,0.0,N
LP1Y-TFA-176106-01-1,0,0.0,0.0,N
LP1Y-TFA-176106-01-2,0,0.0,0.0,N
LP1Y-TFA-176106-01-3,0,0.0,0.0,N
LP1Y-TFA-176108-01-1,0,0.0,0.0,N
LP1Y-TFA-176108-01-2,0,0.0,0.0,N
LP1Y-TFA-176305-01-1,3.71,0.0,0.0,N
LP1Y-TWRP-109313-05-1,15.63,0.0,0.0,N
LP1Y-TWRP-109313-05-2,6.29,0.0,0.0,N
LP1Y-TWRP-109313-05-3,3.63,0.0,0.0,N
LP1Y-TWRP-850005-02-1,10.8,0.0,0.0,N
LP1Y-TWRP-850005-02-2,2.17,0.0,0.0,N
LP1Y-TWRP-850005-02-3,0,0.0,0.0,N
LP1Y-TWSP-017018-02-1,10.15,0.0,0.0,N
LP1Y-TWSP-017018-02-2,1.17,0.0,0.0,N
LP1Y-TWSP-017018-02-3,0,0.0,0.0,N
LP1Y-TWSP-017020-05-1,16.38,0.0,0.0,N
LP1Y-TWSP-017020-05-2,5.37,0.0,0.0,N
LP1Y-TWSP-017020-05-3,3.63,0.0,0.0,N
LP1Y-WFO-017003-03-1,0,0.0,0.0,N
LP1Y-WFO-017003-03-2,0,0.0,0.0,N
LP1Y-WFO-017003-03-3,0,0.0,0.0,N
LP1Y-WFO-017003-03-4,0,0.0,0.0,N
LP1Y-WFO-017003-03-5,0,0.0,0.0,N
LP1Y-WFO-017003-03-6,0,0.0,0.0,N
LP1Y-WFO-017004-05-1,8.2,0.0,0.0,N
LP1Y-WFO-017004-05-2,2.54,100.0,100.0,Y
LP1Y-WFO-017004-05-3,11.38,100.0,100.0,Y
LP1Y-WFO-017004-05-4,10.89,100.0,100.0,Y
LP1Y-WFO-017004-05-5,0.67,0.0,0.0,N
LP1Y-WFO-017004-05-6,2.64,100.0,100.0,Y
LP1Y-WFO-017004-05-7,0,0.0,0.0,N
LP1Y-WFO-017007-19-1,7.0,100.0,100.0,Y
LP1Y-WFO-017007-19-2,2.2,100.0,100.0,Y
LP1Y-WFO-017007-19-3,8.73,100.0,100.0,Y
LP1Y-WFO-017007-19-4,2.66,100.0,100.0,Y
LP1Y-WFO-017007-19-5,1.72,100.0,100.0,Y
LP1Y-WFO-017007-20-1,0,0.0,0.0,N
LP1Y-WFO-017007-20-2,0,0.0,0.0,N
LP1Y-WFO-017007-57-1,8.58,100.0,100.0,Y
LP1Y-WFO-017007-57-2,0,100.0,80.0,N
LP1Y-WFO-017007-58-1,17.19,100.0,100.0,Y
LP1Y-WFO-017007-58-2,2.2,100.0,100.0,Y
LP1Y-WFO-017007-58-3,0,0.0,0.0,N
LP1Y-WFO-017007-68-1,1.65,0.0,0.0,N
LP1Y-WFO-017007-68-2,4.63,0.0,0.0,N
LP1Y-WFO-017007-69-1,2.18,0.0,0.0,N
LP1Y-WFO-017007-69-2,4.63,0.0,0.0,N
LP1Y-WFO-017008-08-1,17.64,100.0,100.0,Y
LP1Y-WFO-017008-08-2,0,0.0,0.0,N
LP1Y-WFO-017008-08-3,1.65,0.0,0.0,N
LP1Y-WFO-017008-09-1,1.0,100.0,100.0,Y
LP1Y-WFO-017008-09-2,13.23,100.0,100.0,Y
LP1Y-WFO-017008-09-3,3.21,0.0,0.0,N
LP1Y-WFO-017008-09-4,8.84,100.0,100.0,Y
LP1Y-WFO-017008-10-1,9.1,100.0,100.0,Y
LP1Y-WFO-017008-10-2,0,0.0,0.0,N
LP1Y-WFO-017009-07-1,1.38,0.0,0.0,N
LP1Y-WFO-017009-07-2,0.82,0.0,0.0,N
LP1Y-WFO-017009-07-3,2.18,0.0,0.0,N
LP1Y-WFO-017009-07-4,11.9,0.0,0.0,N
LP1Y-WFO-017009-07-5,7.42,0.0,0.0,N
LP1Y-WFO-017009-07-6,4.04,0.0,0.0,N
LP1Y-WFO-017009-07-7,1.42,0.0,0.0,N
LP1Y-WFO-017009-07-8,0,0.0,0.0,N
LP1Y-WFO-017009-08-1,7.97,0.0,0.0,N
LP1Y-WFO-017009-08-2,0.85,0.0,0.0,N
LP1Y-WFO-017009-08-3,3.5,0.0,0.0,N
LP1Y-WFO-017009-08-4,0,0.0,0.0,N
LP1Y-WFO-017009-09-1,5.0,0.0,0.0,N
LP1Y-WFO-017009-09-2,8.35,0.0,0.0,N
LP1Y-WFO-017009-09-3,2.69,0.0,0.0,N
LP1Y-WFO-017009-09-4,0.67,0.0,0.0,N
LP1Y-WFO-017009-09-5,6.61,0.0,0.0,N
LP1Y-WFO-017010-05-1,7.22,0.0,0.0,N
LP1Y-WFO-017010-05-2,17.81,0.0,0.0,N
LP1Y-WFO-017010-05-3,11.08,0.0,0.0,N
LP1Y-WFO-017010-05-4,2.31,0.0,0.0,N
LP1Y-WFO-017010-05-5,0.83,0.0,0.0,N
LP1Y-WFO-017010-06-1,12.96,0.0,0.0,N
LP1Y-WFO-017010-06-2,0,0.0,0.0,N
LP1Y-WFO-017010-06-3,1.91,0.0,0.0,N
LP1Y-WFO-017011-08-1,9.23,0.0,0.0,N
LP1Y-WFO-017011-08-2,1.93,0.0,0.0,N
LP1Y-WFO-017011-08-3,5.39,0.0,0.0,N
LP1Y-WFO-017011-09-1,18.63,0.0,0.0,N
LP1Y-WFO-017011-09-2,1.49,0.0,0.0,N
LP1Y-WFO-017011-09-3,1.5,0.0,0.0,N
LP1Y-WFO-017011-09-4,0,0.0,0.0,N
LP1Y-WFO-017011-10-1,5.38,0.0,0.0,N
LP1Y-WFO-017011-10-2,0,0.0,0.0,N
LP1Y-WFO-017012-07-1,7.28,0.0,0.0,N
LP1Y-WFO-017012-07-2,2.74,0.0,0.0,N
LP1Y-WFO-017012-07-3,1.41,0.0,0.0,N
LP1Y-WFO-017012-07-4,2.48,0.0,0.0,N
LP1Y-WFO-017012-07-5,6.41,0.0,0.0,N
LP1Y-WFO-017012-08-1,6.93,0.0,0.0,N
LP1Y-WFO-017012-08-2,4.74,0.0,0.0,N
LP1Y-WFO-017013-05-1,12.88,0.0,0.0,N
LP1Y-WFO-017013-05-2,0,0.0,0.0,N
LP1Y-WFO-017013-05-3,1.54,0.0,0.0,N
LP1Y-WFO-017013-06-1,5.83,0.0,0.0,N
LP1Y-WFO-017013-06-2,16.01,0.0,0.0,N
LP1Y-WFO-017013-06-3,10.24,0.0,0.0,N
LP1Y-WFO-017013-06-4,2.31,0.0,0.0,N
LP1Y-WFO-017013-06-5,0.83,0.0,0.0,N
LP1Y-WFO-017014-08-1,5.22,0.0,0.0,N
LP1Y-WFO-017014-08-2,0.76,0.0,0.0,N
LP1Y-WFO-017014-08-3,11.17,0.0,0.0,N
LP1Y-WFO-017014-09-1,5.89,0.0,0.0,N
LP1Y-WFO-017014-09-2,0,0.0,0.0,N
LP1Y-WFO-017038-02-1,0,0.0,0.0,N
LP1Y-WFO-017038-02-2,0,0.0,0.0,N
LP1Y-WFO-017038-02-3,0,0.0,0.0,N
LP1Y-WFO-017038-02-4,0,0.0,0.0,N
LP1Y-WFO-017038-02-5,0,0.0,0.0,N
LP1Y-WFO-017038-02-6,0,0.0,0.0,N
LP1Y-WFO-017038-02-7,0,0.0,0.0,N
LP1Y-WFO-017038-02-8,3.08,0.0,0.0,N
LP1Y-WFO-017045-06-1,0.67,0.0,0.0,N
LP1Y-WFO-017045-06-2,1.61,0.0,0.0,N
LP1Y-WFO-017045-06-3,16.78,0.0,0.0,N
LP1Y-WFO-017045-06-4,8.68,0.0,0.0,N
LP1Y-WFO-017045-06-5,0.72,0.0,0.0,N
LP1Y-WFO-017045-07-1,14.56,0.0,0.0,N
LP1Y-WFO-017045-07-10,0,0.0,0.0,N
LP1Y-WFO-017045-07-2,20.0,0.0,0.0,N
LP1Y-WFO-017045-07-3,20.0,0.0,0.0,N
LP1Y-WFO-017045-07-4,20.0,0.0,0.0,N
LP1Y-WFO-017045-07-5,11.36,0.0,0.0,N
LP1Y-WFO-017045-07-6,17.93,0.0,0.0,N
LP1Y-WFO-017045-07-7,1.11,0.0,0.0,N
LP1Y-WFO-017045-07-8,1.8,0.0,0.0,N
LP1Y-WFO-017045-07-9,3.22,100.0,80.0,N
LP1Y-WFO-017045-08-1,1.42,0.0,0.0,N
LP1Y-WFO-017045-08-2,2.57,0.0,0.0,N
LP1Y-WFO-017045-08-3,6.85,0.0,0.0,N
LP1Y-WFO-017045-08-4,0,0.0,0.0,N
LP1Y-WFO-017045-08-5,1.58,0.0,0.0,N
LP1Y-WFO-017045-08-6,0,100.0,80.0,N
LP1Y-WFO-017047-06-1,9.23,0.0,0.0,N
LP1Y-WFO-017047-06-2,0.92,0.0,0.0,N
LP1Y-WFO-017047-06-3,7.11,0.0,0.0,N
LP1Y-WFO-017047-07-1,4.21,0.0,0.0,N
LP1Y-WFO-017047-07-2,0,0.0,0.0,N
LP1Y-WFO-017049-06-1,13.38,0.0,0.0,N
LP1Y-WFO-017049-06-2,2.07,100.0,80.0,N
LP1Y-WFO-017049-06-3,12.27,0.0,0.0,N
LP1Y-WFO-017049-07-1,4.91,0.0,0.0,N
LP1Y-WFO-017049-07-2,0,0.0,0.0,N
LP1Y-WFO-017052-04-1,2.78,0.0,0.0,N
LP1Y-WFO-017052-04-2,2.77,0.0,0.0,N
LP1Y-WFO-017052-04-3,3.33,0.0,0.0,N
LP1Y-WFO-017052-04-4,0.96,0.0,0.0,N
LP1Y-WFO-017052-04-5,0,0.0,0.0,N
LP1Y-WFO-017052-04-6,3.15,0.0,0.0,N
LP1Y-WFO-017052-04-7,0.67,0.0,0.0,N
LP1Y-WFO-017052-04-8,13.23,0.0,0.0,N
LP1Y-WFO-017060-14-1,12.07,100.0,100.0,Y
LP1Y-WFO-017060-14-2,0,0.0,0.0,N
LP1Y-WFO-017060-15-1,14.82,100.0,100.0,Y
LP1Y-WFO-017060-15-2,5.88,100.0,100.0,Y
LP1Y-WFO-017060-16-1,18.23,100.0,100.0,Y
LP1Y-WFO-017060-16-2,6.58,100.0,100.0,Y
LP1Y-WFO-017060-16-3,0,0.0,0.0,N
LP1Y-WFO-017060-16-4,0.94,100.0,100.0,Y
LP1Y-WFO-017060-16-5,1.88,100.0,100.0,Y
LP1Y-WFO-017068-04-1,11.55,67.0,53.6,N
LP1Y-WFO-017068-04-2,0.79,0.0,0.0,N
LP1Y-WFO-017068-04-3,0,0.0,0.0,N
LP1Y-WFO-017068-04-4,0,0.0,0.0,N
LP1Y-WFO-017068-04-5,2.02,0.0,0.0,N
LP1Y-WFO-017068-04-6,0,0.0,0.0,N
LP1Y-WFO-017068-04-7,1.18,0.0,0.0,N
LP1Y-WFO-017068-04-8,1.08,0.0,0.0,N
LP1Y-WFO-017082-03-1,14.1,0.0,0.0,N
LP1Y-WFO-017082-03-2,7.48,0.0,0.0,N
LP1Y-WFO-017082-03-3,20.0,0.0,0.0,N
LP1Y-WFO-017082-03-4,0,0.0,0.0,N
LP1Y-WFO-017082-03-5,2.0,0.0,0.0,N
LP1Y-WFO-017082-03-6,2.17,0.0,0.0,N
LP1Y-WFO-017082-03-7,0,0.0,0.0,N
LP1Y-WFO-017082-03-8,3.08,0.0,0.0,N
LP1Y-WFO-033008-05-1,0,0.0,0.0,N
LP1Y-WFO-033008-05-2,0,0.0,0.0,N
LP1Y-WFO-033008-06-1,0,0.0,0.0,N
LP1Y-WFO-033008-06-2,0,0.0,0.0,N
LP1Y-WFO-033010-05-1,0,0.0,0.0,N
LP1Y-WFO-033010-05-2,0,0.0,0.0,N
LP1Y-WFO-033010-05-3,0,0.0,0.0,N
LP1Y-WFO-033010-05-4,0,0.0,0.0,N
LP1Y-WFO-033010-05-5,0,0.0,0.0,N
LP1Y-WFO-033010-05-6,0,0.0,0.0,N
LP1Y-WFO-033010-05-7,0,0.0,0.0,N
LP1Y-WFO-033014-08-1,0,0.0,0.0,N
LP1Y-WFO-033014-08-2,0,0.0,0.0,N
LP1Y-WFO-033014-09-1,0,0.0,0.0,N
LP1Y-WFO-033014-09-2,0,0.0,0.0,N
LP1Y-WFO-033014-09-3,0,0.0,0.0,N
LP1Y-WFO-033014-09-4,0,0.0,0.0,N
LP1Y-WFO-033014-10-1,0,0.0,0.0,N
LP1Y-WFO-033014-10-2,0,0.0,0.0,N
LP1Y-WFO-033014-10-3,0,0.0,0.0,N
LP1Y-WFO-033014-10-4,0,0.0,0.0,N
LP1Y-WFO-033014-10-5,0,0.0,0.0,N
LP1Y-WFO-033033-03-1,0,0.0,0.0,N
LP1Y-WFO-033033-03-10,0,0.0,0.0,N
LP1Y-WFO-033033-03-11,0,0.0,0.0,N
LP1Y-WFO-033033-03-2,0,0.0,0.0,N
LP1Y-WFO-033033-03-3,0,0.0,0.0,N
LP1Y-WFO-033033-03-4,0,0.0,0.0,N
LP1Y-WFO-033033-03-5,0,0.0,0.0,N
LP1Y-WFO-033033-03-6,0,0.0,0.0,N
LP1Y-WFO-033033-03-7,0,0.0,0.0,N
LP1Y-WFO-033033-03-8,0,0.0,0.0,N
LP1Y-WFO-033033-03-9,0,0.0,0.0,N
LP1Y-WFO-033053-06-1,12.23,100.0,80.0,N
LP1Y-WFO-033053-06-2,9.61,100.0,80.0,N
LP1Y-WFO-033053-06-3,8.92,0.0,0.0,N
LP1Y-WFO-033053-06-4,2.77,100.0,80.0,N
LP1Y-WFO-033053-06-5,0,0.0,0.0,N
LP1Y-WFO-033053-06-6,0.73,0.0,0.0,N
LP1Y-WFO-033056-08-1,0,0.0,0.0,N
LP1Y-WFO-033056-08-2,0,0.0,0.0,N
LP1Y-WFO-033056-08-3,0,0.0,0.0,N
LP1Y-WFO-033056-08-4,0,0.0,0.0,N
LP1Y-WFO-033056-08-5,0,0.0,0.0,N
LP1Y-WFO-033056-08-6,0,0.0,0.0,N
LP1Y-WFO-033060-04-1,0,0.0,0.0,N
LP1Y-WFO-033060-04-2,0,0.0,0.0,N
LP1Y-WFO-033060-04-3,0,0.0,0.0,N
LP1Y-WFO-033060-04-4,0,0.0,0.0,N
LP1Y-WFO-033060-04-5,0,0.0,0.0,N
LP1Y-WFO-033060-04-6,0,0.0,0.0,N
LP1Y-WFO-033060-04-7,0,0.0,0.0,N
LP1Y-WFO-033060-04-8,3.08,0.0,0.0,N
LP1Y-WFO-100109-02-1,0,100.0,80.0,N
LP1Y-WFO-100109-02-2,0.9,100.0,100.0,Y
LP1Y-WFO-100109-02-3,0,0.0,0.0,N
LP1Y-WFO-100109-02-4,1.63,100.0,100.0,Y
LP1Y-WFO-100209-02-1,0,100.0,80.0,N
LP1Y-WFO-100209-02-2,0.9,100.0,100.0,Y
LP1Y-WFO-100209-02-3,0,0.0,0.0,N
LP1Y-WFO-100209-02-4,1.63,100.0,100.0,Y
LP1Y-WFO-100309-02-1,0,100.0,80.0,N
LP1Y-WFO-100309-02-2,1.05,100.0,100.0,Y
LP1Y-WFO-100309-02-3,0,0.0,0.0,N
LP1Y-WFO-100309-02-4,1.39,100.0,100.0,Y
LP1Y-WFO-101111-02-1,0,100.0,80.0,N
LP1Y-WFO-101111-02-2,0.81,100.0,100.0,Y
LP1Y-WFO-101111-02-3,1.85,100.0,100.0,Y
LP1Y-WFO-101111-02-4,0,0.0,0.0,N
LP1Y-WFO-101311-02-1,0,100.0,80.0,N
LP1Y-WFO-101311-02-2,0.89,100.0,100.0,Y
LP1Y-WFO-101311-02-3,1.81,100.0,100.0,Y
LP1Y-WFO-101311-02-4,0,0.0,0.0,N
LP1Y-WFO-101513-02-1,0,0.0,0.0,N
LP1Y-WFO-101513-02-2,0.99,100.0,100.0,Y
LP1Y-WFO-101513-02-3,1.89,0.0,0.0,N
LP1Y-WFO-101513-02-4,0,0.0,0.0,N
LP1Y-WFO-101610-02-1,0,0.0,0.0,N
LP1Y-WFO-101610-02-2,0.86,0.0,0.0,N
LP1Y-WFO-101610-02-3,1.92,0.0,0.0,N
LP1Y-WFO-101610-02-4,0,0.0,0.0,N
LP1Y-WFO-101710-02-1,0,0.0,0.0,N
LP1Y-WFO-101710-02-2,0.89,0.0,0.0,N
LP1Y-WFO-101710-02-3,1.84,0.0,0.0,N
LP1Y-WFO-101710-02-4,0,0.0,0.0,N
LP1Y-WFO-102110-02-1,0,0.0,0.0,N
LP1Y-WFO-102110-02-2,0.67,0.0,0.0,N
LP1Y-WFO-102110-02-3,0,0.0,0.0,N
LP1Y-WFO-102110-02-4,1.46,0.0,0.0,N
LP1Y-WFO-102210-02-1,0,100.0,80.0,N
LP1Y-WFO-102210-02-2,0.67,0.0,0.0,N
LP1Y-WFO-102210-02-3,0,0.0,0.0,N
LP1Y-WFO-102210-02-4,1.46,0.0,0.0,N
LP1Y-WFO-107110-02-1,0,0.0,0.0,N
LP1Y-WFO-107110-02-2,2.25,0.0,0.0,N
LP1Y-WFO-107110-02-3,0,0.0,0.0,N
LP1Y-WFO-107210-02-1,0,0.0,0.0,N
LP1Y-WFO-107210-02-2,2.24,0.0,0.0,N
LP1Y-WFO-107210-02-3,0,0.0,0.0,N
LP1Y-WFO-107310-02-1,0,0.0,0.0,N
LP1Y-WFO-107310-02-2,2.18,0.0,0.0,N
LP1Y-WFO-107310-02-3,0,0.0,0.0,N
LP1Y-WFO-107410-02-1,0,0.0,0.0,N
LP1Y-WFO-107410-02-2,1.3,0.0,0.0,N
LP1Y-WFO-107410-02-3,0,0.0,0.0,N
LP1Y-WFO-108123-02-1,1.56,0.0,0.0,N
LP1Y-WFO-108123-02-1-L1,0,100.0,80.0,N
LP1Y-WFO-108123-02-2,0.89,0.0,0.0,N
LP1Y-WFO-108123-02-3,1.54,0.0,0.0,N
LP1Y-WFO-108123-02-4,0,0.0,0.0,N
LP1Y-WFO-108123-02-5,0.67,100.0,80.0,N
LP1Y-WFO-108224-02-1,1.57,0.0,0.0,N
LP1Y-WFO-108224-02-1-L1,0,100.0,80.0,N
LP1Y-WFO-108224-02-2,0.89,100.0,80.0,N
LP1Y-WFO-108224-02-3,1.48,100.0,80.0,N
LP1Y-WFO-108224-02-4,0,0.0,0.0,N
LP1Y-WFO-108224-02-5,0.67,0.0,0.0,N
LP1Y-WFO-109110-02-1,0,0.0,0.0,N
LP1Y-WFO-109110-02-2,0.9,0.0,0.0,N
LP1Y-WFO-109110-02-3,2.02,0.0,0.0,N
LP1Y-WFO-109110-02-4,0,0.0,0.0,N
LP1Y-WFO-109210-02-1,0,0.0,0.0,N
LP1Y-WFO-109210-02-2,0.9,0.0,0.0,N
LP1Y-WFO-109210-02-3,1.89,0.0,0.0,N
LP1Y-WFO-109210-02-4,0,0.0,0.0,N
LP1Y-WFO-109210-02-5,0.67,0.0,0.0,N
LP1Y-WFO-110221-02-1,0,0.0,0.0,N
LP1Y-WFO-110221-02-2,0.8,0.0,0.0,N
LP1Y-WFO-110221-02-3,0.67,0.0,0.0,N
LP1Y-WFO-110221-02-4,1.23,0.0,0.0,N
LP1Y-WFO-110221-02-5,0,0.0,0.0,N
LP1Y-WFO-110607-02-1,0,0.0,0.0,N
LP1Y-WFO-110607-02-2,0.8,0.0,0.0,N
LP1Y-WFO-110607-02-3,0.67,0.0,0.0,N
LP1Y-WFO-110607-02-4,1.23,0.0,0.0,N
LP1Y-WFO-110607-02-5,0,0.0,0.0,N
LP1Y-WFO-110807-02-1,0,0.0,0.0,N
LP1Y-WFO-110807-02-2,0.8,0.0,0.0,N
LP1Y-WFO-110807-02-3,0.74,0.0,0.0,N
LP1Y-WFO-110807-02-4,1.39,0.0,0.0,N
LP1Y-WFO-110807-02-5,0,0.0,0.0,N
LP1Y-WFO-111210-02-1,0,0.0,0.0,N
LP1Y-WFO-111210-02-2,1.07,0.0,0.0,N
LP1Y-WFO-111210-02-3,2.58,0.0,0.0,N
LP1Y-WFO-111210-02-4,0,0.0,0.0,N
LP1Y-WFO-111410-02-1,0,0.0,0.0,N
LP1Y-WFO-111410-02-2,0.9,0.0,0.0,N
LP1Y-WFO-111410-02-3,0.67,0.0,0.0,N
LP1Y-WFO-111410-02-4,1.03,0.0,0.0,N
LP1Y-WFO-111410-02-5,0,0.0,0.0,N
LP1Y-WFO-111610-02-1,0,0.0,0.0,N
LP1Y-WFO-111610-02-2,0.9,0.0,0.0,N
LP1Y-WFO-111610-02-3,0.67,0.0,0.0,N
LP1Y-WFO-111610-02-4,1.6,0.0,0.0,N
LP1Y-WFO-111610-02-5,0,0.0,0.0,N
LP1Y-WFO-112110-02-1,0,0.0,0.0,N
LP1Y-WFO-112110-02-2,0.91,0.0,0.0,N
LP1Y-WFO-112110-02-3,0.7,0.0,0.0,N
LP1Y-WFO-112110-02-4,1.47,0.0,0.0,N
LP1Y-WFO-112110-02-5,0,0.0,0.0,N
LP1Y-WFO-112208-02-1,0,0.0,0.0,N
LP1Y-WFO-112208-02-2,1.42,0.0,0.0,N
LP1Y-WFO-112208-02-3,0,0.0,0.0,N
LP1Y-WFO-112408-02-1,0,0.0,0.0,N
LP1Y-WFO-112408-02-2,1.42,0.0,0.0,N
LP1Y-WFO-112408-02-3,0,0.0,0.0,N
LP1Y-WFO-162210-02-1,0,0.0,0.0,N
LP1Y-WFO-162210-02-2,0.67,100.0,80.0,N
LP1Y-WFO-162210-02-3,0.67,100.0,80.0,N
LP1Y-WFO-162210-02-4,1.59,0.0,0.0,N
